property_id,valuation_uncertainty_risk,developer_risk,locality_quality_risk,market_liquidity_risk,price_volatility_risk,risk_score,risk_band
6774,1.23,35.8,44.39,16.48,3.54,20.17,LOW
6775,21.23,39.19,28.14,37.62,28.48,30.57,MODERATE
6776,28.39,77.67,27.73,28.53,9.45,35.3,MODERATE
6777,1.3,81.78,37.2,33.49,4.35,31.47,MODERATE
6778,9.0,27.6,36.51,72.54,8.54,30.86,MODERATE
6779,14.89,27.6,61.51,50.38,8.86,32.95,MODERATE
6780,14.37,30.65,33.99,44.43,2.53,25.79,LOW
6781,1.61,81.03,36.79,73.54,2.69,39.08,MODERATE
6782,2.57,79.62,54.8,54.62,4.34,39.1,MODERATE
6783,32.94,67.71,64.25,82.95,6.21,52.15,MODERATE
6784,20.27,55.28,49.86,55.73,6.34,38.19,MODERATE
6785,18.7,49.18,49.33,36.19,8.62,32.91,MODERATE
6786,43.99,39.19,53.49,50.77,10.04,41.19,MODERATE
6787,20.4,44.42,55.74,73.6,6.83,40.88,MODERATE
6788,7.38,52.85,40.22,58.67,10.3,33.74,MODERATE
6789,35.13,44.85,55.16,54.74,3.55,40.26,MODERATE
6790,6.47,47.08,61.34,75.53,1.78,38.67,MODERATE
6791,0.33,49.18,67.09,69.3,9.98,38.69,MODERATE
6792,69.97,79.62,45.17,43.38,7.55,52.26,MODERATE
6793,1.29,28.79,41.04,21.17,0.05,18.53,LOW
6794,7.22,70.78,63.25,50.14,3.97,39.23,MODERATE
6795,18.54,39.87,64.62,62.23,1.45,38.2,MODERATE
6796,16.44,7.4,62.34,56.72,6.72,30.41,MODERATE
6797,33.64,46.27,46.43,78.47,6.48,43.62,MODERATE
6798,23.9,13.5,69.63,63.49,5.5,36.12,MODERATE
6799,48.31,7.4,56.62,50.18,100.0,49.92,MODERATE
6800,45.47,9.3,74.34,80.87,5.45,45.09,MODERATE
6801,29.5,70.78,66.25,44.11,5.32,44.4,MODERATE
6802,9.57,50.43,59.24,22.75,11.82,30.65,MODERATE
6803,3.7,55.28,64.25,82.95,6.21,42.35,MODERATE
6804,3.86,27.6,61.51,50.38,8.86,30.19,MODERATE
6805,45.32,49.18,44.14,84.78,4.01,47.55,MODERATE
6806,18.42,44.42,40.22,58.67,10.3,34.81,MODERATE
6807,14.44,41.92,41.44,31.24,6.52,27.51,LOW
6808,32.9,54.51,47.75,23.78,2.21,33.76,MODERATE
6809,3.75,54.69,34.49,52.59,6.05,30.2,MODERATE
6810,5.38,38.81,62.96,56.72,14.21,35.17,MODERATE
6811,36.4,27.6,34.49,52.59,6.05,32.94,MODERATE
6812,17.98,77.67,43.41,62.07,2.53,41.51,MODERATE
6813,1.76,31.05,34.3,19.13,10.61,18.93,LOW
6814,5.58,27.6,64.55,94.57,7.93,39.93,MODERATE
6815,42.04,70.78,61.51,50.38,8.86,48.37,MODERATE
6816,69.15,27.6,45.17,43.38,7.55,41.65,MODERATE
6817,15.19,9.3,55.38,71.74,7.53,32.21,MODERATE
6818,4.12,50.43,32.94,31.9,6.06,24.99,LOW
6819,30.38,54.51,47.71,75.92,5.14,43.99,MODERATE
6820,33.3,27.8,50.05,54.59,6.49,35.79,MODERATE
6821,52.58,55.28,62.83,59.7,4.82,49.43,MODERATE
6822,45.23,70.78,59.46,42.01,6.98,46.8,MODERATE
6823,19.9,27.8,64.25,82.95,6.21,40.91,MODERATE
6824,12.0,32.66,36.79,73.54,2.69,32.0,MODERATE
6825,10.78,54.51,62.83,59.7,4.82,38.83,MODERATE
6826,32.66,30.5,50.05,54.59,6.49,36.17,MODERATE
6827,5.86,45.69,35.93,38.19,7.67,26.57,LOW
6828,2.67,35.8,44.39,16.48,3.54,20.53,LOW
6829,8.88,44.42,67.09,69.3,9.98,39.88,MODERATE
6830,16.07,30.5,43.72,62.22,4.4,31.97,MODERATE
6831,17.94,46.27,74.84,21.52,9.31,34.41,MODERATE
6832,32.92,41.92,63.25,50.14,3.97,39.89,MODERATE
6833,60.8,33.91,27.73,28.53,9.45,34.65,MODERATE
6834,35.46,44.85,43.21,37.75,6.15,34.95,MODERATE
6835,34.07,81.03,36.51,72.54,8.54,47.81,MODERATE
6836,14.06,28.79,49.79,22.56,7.83,24.92,LOW
6837,12.84,33.91,37.7,35.87,3.28,25.2,LOW
6838,57.42,52.85,55.16,54.74,3.55,47.44,MODERATE
6839,9.55,54.69,36.51,72.54,8.54,36.42,MODERATE
6840,57.36,46.27,46.43,78.47,6.48,49.55,MODERATE
6841,0.23,46.27,46.43,78.47,6.48,35.26,MODERATE
6842,0.53,21.89,43.72,62.22,4.4,26.36,LOW
6843,16.24,44.42,43.21,37.75,6.15,30.06,MODERATE
6844,27.03,67.71,55.74,73.6,6.83,47.19,MODERATE
6845,11.59,54.51,45.17,43.38,7.55,32.64,MODERATE
6846,8.8,7.4,41.57,33.83,3.77,19.33,LOW
6847,5.17,35.8,43.21,37.75,6.15,25.57,LOW
6848,6.2,7.4,41.57,33.83,3.77,18.68,LOW
6849,15.31,27.6,44.14,84.78,4.01,35.73,MODERATE
6850,100.0,50.98,62.34,56.72,6.72,60.01,ELEVATED
6851,3.74,13.5,49.28,20.61,8.21,18.85,LOW
6852,32.85,27.8,34.09,22.41,5.31,25.87,LOW
6853,18.45,67.71,63.25,50.14,3.97,41.43,MODERATE
6854,26.24,7.4,49.06,88.54,1.51,35.79,MODERATE
6855,34.89,55.29,43.41,62.07,2.53,41.25,MODERATE
6856,14.65,30.65,54.59,66.05,6.77,34.94,MODERATE
6857,10.54,9.3,46.14,60.26,0.85,25.9,LOW
6858,40.56,55.28,61.63,40.68,4.75,42.37,MODERATE
6859,11.03,28.79,37.7,35.87,3.28,23.72,LOW
6860,16.21,9.3,32.94,31.9,6.06,19.79,LOW
6861,21.19,49.18,40.07,84.98,2.17,40.47,MODERATE
6862,60.95,44.42,61.51,50.38,8.86,47.83,MODERATE
6863,20.83,38.81,61.69,65.14,8.5,39.61,MODERATE
6864,1.58,52.85,23.77,18.02,4.26,19.96,LOW
6865,39.18,79.62,26.82,39.87,3.59,39.59,MODERATE
6866,1.1,54.69,36.51,72.54,8.54,34.3,MODERATE
6867,17.18,67.71,26.54,32.88,8.7,31.03,MODERATE
6868,15.64,35.8,33.99,44.43,2.53,27.13,LOW
6869,13.8,13.5,36.69,13.35,13.11,18.12,LOW
6870,25.61,27.6,36.51,72.54,8.54,35.01,MODERATE
6871,12.8,54.51,41.57,33.83,3.77,29.75,LOW
6872,16.86,28.79,49.79,22.56,7.83,25.62,LOW
6873,36.86,39.19,49.06,88.54,1.51,44.8,MODERATE
6874,35.65,54.51,47.81,43.54,7.25,39.17,MODERATE
6875,9.01,9.3,63.25,50.14,3.97,27.38,LOW
6876,24.56,27.8,50.05,54.59,6.49,33.6,MODERATE
6877,34.55,55.28,62.83,59.7,4.82,44.92,MODERATE
6878,1.57,50.98,45.68,70.55,5.22,34.62,MODERATE
6879,14.87,27.8,34.09,22.41,5.31,21.37,LOW
6880,11.64,13.5,34.09,22.41,5.31,17.71,LOW
6881,46.55,54.51,62.83,59.7,4.82,47.77,MODERATE
6882,31.68,92.37,43.21,37.75,6.15,43.51,MODERATE
6883,24.22,32.66,36.51,72.54,8.54,35.68,MODERATE
6884,11.51,54.69,41.04,21.17,0.05,26.27,LOW
6885,1.42,30.65,54.8,54.62,4.34,29.02,LOW
6886,6.22,81.78,45.96,28.05,13.05,34.67,MODERATE
6887,7.08,32.66,27.39,79.52,5.52,30.51,MODERATE
6888,6.96,50.98,41.44,31.24,6.52,27.45,LOW
6889,17.22,45.69,44.94,41.99,4.2,31.46,MODERATE
6890,5.77,38.81,62.96,56.72,14.21,35.27,MODERATE
6891,24.24,31.05,34.3,19.13,10.61,24.55,LOW
6892,18.89,39.19,67.09,69.3,9.98,41.33,MODERATE
6893,40.89,44.85,55.16,54.74,3.55,41.71,MODERATE
6894,23.65,52.85,61.4,60.31,7.14,41.9,MODERATE
6895,74.59,28.79,40.22,58.67,10.3,45.73,MODERATE
6896,19.48,33.91,49.79,22.56,7.83,27.3,LOW
6897,5.17,92.37,46.47,69.35,1.31,43.13,MODERATE
6898,23.04,81.78,61.4,60.31,7.14,47.53,MODERATE
6899,4.1,30.65,43.41,62.07,2.53,28.63,LOW
6900,12.95,67.71,69.63,63.49,5.5,44.23,MODERATE
6901,19.96,28.79,50.05,54.59,6.49,32.65,MODERATE
6902,1.26,92.37,34.3,19.13,10.61,31.07,MODERATE
6903,40.0,39.19,49.06,88.54,1.51,45.59,MODERATE
6904,16.84,70.78,61.51,50.38,8.86,42.07,MODERATE
6905,9.66,54.51,27.73,28.53,9.45,25.99,LOW
6906,14.46,13.5,49.28,20.61,8.21,21.53,LOW
6907,8.17,7.4,41.57,33.83,3.77,19.17,LOW
6908,40.29,81.03,40.22,58.67,10.3,47.6,MODERATE
6909,65.68,33.91,37.7,35.87,3.28,38.41,MODERATE
6910,22.08,70.78,27.39,79.52,5.52,41.89,MODERATE
6911,14.2,9.17,40.22,58.67,10.3,26.7,LOW
6912,2.58,77.67,38.77,75.74,3.32,39.58,MODERATE
6913,71.08,70.78,46.47,69.35,1.31,55.29,ELEVATED
6914,12.13,30.65,33.99,44.43,2.53,25.23,LOW
6915,6.66,70.78,27.39,79.52,5.52,38.03,MODERATE
6916,11.14,81.78,45.96,28.05,13.05,35.9,MODERATE
6917,37.49,33.91,37.97,85.55,7.91,42.05,MODERATE
6918,1.66,67.71,62.96,56.72,14.21,40.02,MODERATE
6919,8.48,38.81,62.96,56.72,14.21,35.95,MODERATE
6920,3.06,32.66,49.86,55.73,6.34,29.37,LOW
6921,17.17,44.42,26.82,39.87,3.59,27.05,LOW
6922,21.25,52.85,61.4,60.31,7.14,41.3,MODERATE
6923,18.8,39.19,53.94,66.16,1.04,36.71,MODERATE
6924,9.36,45.61,38.07,12.64,8.6,22.89,LOW
6925,2.15,45.61,23.77,18.02,4.26,18.66,LOW
6926,2.56,7.4,41.44,31.24,6.52,17.64,LOW
6927,15.15,13.5,44.65,72.77,3.22,30.45,MODERATE
6928,40.14,28.79,49.08,53.12,1.49,36.46,MODERATE
6929,24.34,44.42,43.21,37.75,6.15,32.08,MODERATE
6930,49.7,44.85,42.71,43.66,6.29,39.61,MODERATE
6931,24.15,28.79,41.04,21.17,0.05,24.24,LOW
6932,27.38,22.06,33.99,44.43,2.53,27.32,LOW
6933,37.33,67.71,49.79,22.56,7.83,38.52,MODERATE
6934,20.4,49.18,40.07,84.98,2.17,40.27,MODERATE
6935,36.08,50.43,49.06,88.54,1.51,46.85,MODERATE
6936,19.1,52.85,55.16,54.74,3.55,37.86,MODERATE
6937,23.87,9.3,32.94,31.9,6.06,21.7,LOW
6938,24.52,39.19,56.62,50.18,100.0,50.33,MODERATE
6939,1.8,28.79,37.7,35.87,3.28,21.41,LOW
6940,24.43,35.8,67.09,69.3,9.98,42.04,MODERATE
6941,54.44,45.61,56.62,50.18,100.0,59.09,ELEVATED
6942,18.11,13.5,44.65,72.77,3.22,31.19,MODERATE
6943,48.29,35.8,67.09,69.3,9.98,48.01,MODERATE
6944,33.66,33.91,46.74,32.43,8.08,32.24,MODERATE
6945,35.11,55.28,36.69,13.35,13.11,31.81,MODERATE
6946,18.2,44.42,45.14,30.75,2.65,29.01,LOW
6947,25.93,33.91,44.65,72.77,3.22,37.23,MODERATE
6948,22.01,81.03,36.51,72.54,8.54,44.8,MODERATE
6949,27.62,28.79,49.79,22.56,7.83,28.31,LOW
6950,4.06,45.61,55.38,71.74,7.53,36.69,MODERATE
6951,12.86,54.51,47.75,23.78,2.21,28.75,LOW
6952,6.55,13.5,45.17,43.38,7.55,23.18,LOW
6953,2.21,55.29,32.94,31.9,6.06,25.49,LOW
6954,34.23,44.85,43.21,37.75,6.15,34.64,MODERATE
6955,13.48,44.42,28.14,37.62,28.48,29.68,LOW
6956,83.88,9.3,32.94,31.9,6.06,36.71,MODERATE
6957,17.05,9.3,40.07,84.98,2.17,31.46,MODERATE
6958,36.17,32.66,44.94,41.99,4.2,33.59,MODERATE
6959,2.02,31.05,49.28,20.61,8.21,21.93,LOW
6960,12.61,27.8,53.94,66.16,1.04,32.89,MODERATE
6961,19.65,50.43,32.94,31.9,6.06,28.88,LOW
6962,3.16,35.8,61.51,50.38,8.86,31.66,MODERATE
6963,12.29,30.65,43.41,62.07,2.53,30.68,MODERATE
6964,10.05,41.92,46.14,60.26,0.85,32.3,MODERATE
6965,50.84,28.79,49.79,22.56,7.83,34.11,MODERATE
6966,10.06,30.65,49.28,20.61,8.21,23.85,LOW
6967,4.05,7.4,41.57,33.83,3.77,18.14,LOW
6968,5.62,52.85,40.22,58.67,10.3,33.3,MODERATE
6969,14.28,52.85,64.62,62.23,1.45,39.73,MODERATE
6970,5.2,38.81,62.96,56.72,14.21,35.13,MODERATE
6971,25.42,27.8,50.05,54.59,6.49,33.82,MODERATE
6972,42.47,70.78,64.62,62.23,1.45,50.36,MODERATE
6973,28.35,54.69,45.17,43.38,7.55,36.87,MODERATE
6974,12.5,55.28,34.09,22.41,5.31,26.28,LOW
6975,31.66,28.79,40.22,58.67,10.3,34.99,MODERATE
6976,29.97,13.5,37.97,85.55,7.91,36.08,MODERATE
6977,47.01,45.61,38.77,75.74,3.32,44.27,MODERATE
6978,66.13,13.5,45.96,28.05,13.05,35.99,MODERATE
6979,30.29,39.19,45.68,70.55,5.22,39.44,MODERATE
6980,13.2,39.87,44.39,16.48,3.54,23.98,LOW
6981,28.61,27.6,34.49,52.59,6.05,31.0,MODERATE
6982,37.23,30.5,38.77,75.74,3.32,38.81,MODERATE
6983,34.32,32.66,44.94,41.99,4.2,33.13,MODERATE
6984,8.34,55.28,36.69,13.35,13.11,25.12,LOW
6985,16.32,33.91,34.49,52.59,6.05,29.18,LOW
6986,8.71,81.03,35.93,38.19,7.67,34.36,MODERATE
6987,70.2,46.27,46.14,60.26,0.85,48.21,MODERATE
6988,34.87,67.71,49.79,22.56,7.83,37.9,MODERATE
6989,37.83,50.43,49.06,88.54,1.51,47.29,MODERATE
6990,12.74,81.78,56.62,50.18,100.0,55.9,ELEVATED
6991,2.69,28.79,49.08,53.12,1.49,27.09,LOW
6992,50.45,9.3,44.14,84.78,4.01,40.86,MODERATE
6993,17.75,27.6,36.51,72.54,8.54,33.05,MODERATE
6994,9.76,79.62,46.47,69.35,1.31,41.72,MODERATE
6995,11.68,55.29,43.41,62.07,2.53,35.45,MODERATE
6996,9.16,47.08,49.08,53.12,1.49,32.37,MODERATE
6997,33.25,39.19,55.16,54.74,3.55,38.66,MODERATE
6998,11.01,70.78,61.51,50.38,8.86,40.62,MODERATE
6999,21.36,92.37,37.2,33.49,4.35,38.6,MODERATE
7000,10.78,13.5,45.17,43.38,7.55,24.24,LOW
7001,9.03,9.17,61.63,40.68,4.75,25.27,LOW
7002,38.14,21.89,42.71,43.66,6.29,32.13,MODERATE
7003,15.05,44.85,32.58,28.53,7.36,26.06,LOW
7004,18.53,9.3,74.34,80.87,5.45,38.35,MODERATE
7005,11.56,9.17,49.33,36.19,8.62,23.12,LOW
7006,22.02,27.6,37.2,33.49,4.35,25.81,LOW
7007,39.92,35.8,67.09,69.3,9.98,45.92,MODERATE
7008,45.59,79.62,46.47,69.35,1.31,50.68,MODERATE
7009,13.66,44.42,45.14,30.75,2.65,27.87,LOW
7010,15.74,44.42,54.8,54.62,4.34,35.35,MODERATE
7011,29.86,47.08,49.08,53.12,1.49,37.54,MODERATE
7012,60.89,44.42,54.8,54.62,4.34,46.64,MODERATE
7013,13.71,27.6,37.2,33.49,4.35,23.74,LOW
7014,39.1,13.5,36.69,13.35,13.11,24.45,LOW
7015,11.16,39.19,69.63,63.49,5.5,38.08,MODERATE
7016,35.96,30.65,37.2,33.49,4.35,29.91,LOW
7017,27.46,55.28,55.38,71.74,7.53,44.47,MODERATE
7018,22.57,39.87,50.05,54.59,6.49,35.52,MODERATE
7019,34.62,31.05,49.28,20.61,8.21,30.07,MODERATE
7020,10.65,77.67,49.06,88.54,1.51,45.94,MODERATE
7021,4.86,92.37,43.21,37.75,6.15,36.8,MODERATE
7022,14.19,50.43,64.55,94.57,7.93,46.65,MODERATE
7023,48.17,30.5,56.62,50.18,100.0,54.5,MODERATE
7024,14.67,77.67,63.25,50.14,3.97,42.47,MODERATE
7025,55.32,32.66,36.51,72.54,8.54,43.45,MODERATE
7026,44.54,9.3,46.14,60.26,0.85,34.4,MODERATE
7027,26.65,70.78,27.39,79.52,5.52,43.03,MODERATE
7028,12.67,38.81,46.47,69.35,1.31,34.29,MODERATE
7029,39.93,27.6,37.2,33.49,4.35,30.29,MODERATE
7030,18.73,81.78,61.4,60.31,7.14,46.45,MODERATE
7031,31.7,70.78,46.47,69.35,1.31,45.44,MODERATE
7032,54.82,81.78,74.84,21.52,9.31,50.73,MODERATE
7033,13.26,45.69,59.24,22.75,11.82,30.62,MODERATE
7034,30.95,81.78,63.25,50.14,3.97,47.37,MODERATE
7035,5.12,39.87,49.28,20.61,8.21,24.46,LOW
7036,27.65,13.5,44.65,72.77,3.22,33.58,MODERATE
7037,43.47,9.3,55.38,71.74,7.53,39.28,MODERATE
7038,15.16,50.43,63.25,50.14,3.97,37.15,MODERATE
7039,20.71,39.19,43.72,62.22,4.4,34.86,MODERATE
7040,50.63,39.19,53.49,50.77,10.04,42.85,MODERATE
7041,5.02,55.29,34.3,19.13,10.61,24.59,LOW
7042,9.01,21.89,27.73,28.53,9.45,19.3,LOW
7043,33.84,35.8,44.39,16.48,3.54,28.33,LOW
7044,30.11,55.29,47.75,23.78,2.21,33.22,MODERATE
7045,21.89,47.08,64.62,62.23,1.45,40.48,MODERATE
7046,17.08,67.71,49.79,22.56,7.83,33.46,MODERATE
7047,23.5,54.51,45.17,43.38,7.55,35.62,MODERATE
7048,15.53,46.27,46.43,78.47,6.48,39.09,MODERATE
7049,3.13,50.98,43.42,67.64,5.36,33.99,MODERATE
7050,52.64,70.78,64.62,62.23,1.45,52.9,MODERATE
7051,67.77,55.29,45.17,43.38,7.55,46.84,MODERATE
7052,20.44,13.5,61.34,75.53,1.78,35.45,MODERATE
7053,12.52,79.62,62.83,59.7,4.82,44.28,MODERATE
7054,100.0,30.65,45.96,28.05,13.05,47.89,MODERATE
7055,42.24,81.78,74.84,21.52,9.31,47.59,MODERATE
7056,30.06,31.05,26.54,32.88,8.7,26.91,LOW
7057,11.65,35.8,44.39,16.48,3.54,22.78,LOW
7058,0.43,28.79,40.22,58.67,10.3,27.19,LOW
7059,13.09,39.19,67.09,69.3,9.98,39.89,MODERATE
7060,8.21,39.19,52.61,51.56,6.38,31.68,MODERATE
7061,24.98,39.19,67.09,69.3,9.98,42.86,MODERATE
7062,2.42,45.61,41.04,21.17,0.05,22.18,LOW
7063,26.11,28.79,48.0,31.83,2.74,28.66,LOW
7064,4.69,31.05,26.54,32.88,8.7,20.57,LOW
7065,60.45,35.8,67.09,69.3,9.98,51.05,MODERATE
7066,8.87,54.51,47.81,43.54,7.25,32.48,MODERATE
7067,5.66,50.43,36.79,73.54,2.69,33.97,MODERATE
7068,21.47,30.65,54.59,66.05,6.77,36.64,MODERATE
7069,0.58,27.6,44.14,84.78,4.01,32.05,MODERATE
7070,13.64,77.67,63.25,50.14,3.97,42.22,MODERATE
7071,16.29,44.42,45.14,30.75,2.65,28.53,LOW
7072,3.47,47.08,43.87,39.72,19.26,29.89,LOW
7073,9.47,50.98,35.93,38.19,7.67,28.53,LOW
7074,15.41,47.08,64.62,62.23,1.45,38.86,MODERATE
7075,11.31,67.71,67.74,76.58,5.54,46.06,MODERATE
7076,14.06,39.87,50.05,54.59,6.49,33.39,MODERATE
7077,3.26,50.43,67.09,69.3,9.98,39.68,MODERATE
7078,44.0,67.71,36.79,73.54,2.69,47.01,MODERATE
7079,11.12,52.85,55.16,54.74,3.55,35.86,MODERATE
7080,51.28,50.43,49.28,20.61,8.21,38.12,MODERATE
7081,6.68,30.65,40.22,58.67,10.3,29.12,LOW
7082,11.39,44.42,55.74,73.6,6.83,38.63,MODERATE
7083,41.39,32.66,43.21,37.75,6.15,33.99,MODERATE
7084,15.37,33.91,37.97,85.55,7.91,36.52,MODERATE
7085,0.36,39.19,49.06,88.54,1.51,35.67,MODERATE
7086,66.65,27.6,49.06,88.54,1.51,49.93,MODERATE
7087,37.35,35.8,41.44,31.24,6.52,32.01,MODERATE
7088,20.94,41.92,37.2,33.49,4.35,28.41,LOW
7089,37.52,81.03,36.79,73.54,2.69,48.05,MODERATE
7090,26.37,45.69,38.77,75.74,3.32,39.13,MODERATE
7091,19.28,35.8,44.39,16.48,3.54,24.69,LOW
7092,1.36,45.61,34.09,22.41,5.31,21.56,LOW
7093,50.68,35.8,55.74,73.6,6.83,46.72,MODERATE
7094,56.37,70.78,63.25,50.14,3.97,51.52,MODERATE
7095,6.94,44.42,61.51,50.38,8.86,34.33,MODERATE
7096,19.66,9.3,46.14,60.26,0.85,28.18,LOW
7097,35.06,81.78,45.96,28.05,13.05,41.88,MODERATE
7098,19.83,28.79,46.43,78.47,6.48,36.67,MODERATE
7099,23.43,44.85,34.09,22.41,5.31,26.92,LOW
7100,34.32,70.78,59.46,42.01,6.98,44.08,MODERATE
7101,54.75,39.19,42.71,43.66,6.29,39.74,MODERATE
7102,13.32,81.03,61.34,75.53,1.78,47.18,MODERATE
7103,29.88,28.79,66.25,44.11,5.32,36.1,MODERATE
7104,23.1,30.65,45.96,28.05,13.05,28.67,LOW
7105,42.29,54.51,47.81,43.54,7.25,40.83,MODERATE
7106,22.52,27.6,36.51,72.54,8.54,34.24,MODERATE
7107,15.67,92.37,34.49,52.59,6.05,40.71,MODERATE
7108,6.85,50.98,35.93,38.19,7.67,27.88,LOW
7109,21.35,28.79,49.79,22.56,7.83,26.74,LOW
7110,10.86,39.19,49.06,88.54,1.51,38.3,MODERATE
7111,3.84,38.81,59.24,22.75,11.82,26.89,LOW
7112,21.96,45.61,55.16,54.74,3.55,37.12,MODERATE
7113,5.58,77.67,49.06,88.54,1.51,44.68,MODERATE
7114,8.6,44.85,43.21,37.75,6.15,28.23,LOW
7115,33.1,70.78,74.84,21.52,9.31,43.1,MODERATE
7116,19.39,45.61,34.09,22.41,5.31,26.06,LOW
7117,20.69,32.66,27.39,79.52,5.52,33.92,MODERATE
7118,3.0,35.8,43.21,37.75,6.15,25.02,LOW
7119,42.98,21.89,61.51,50.38,8.86,38.83,MODERATE
7120,28.22,9.3,64.55,94.57,7.93,41.93,MODERATE
7121,10.01,79.62,54.8,54.62,4.34,40.96,MODERATE
7122,20.16,33.91,43.41,62.07,2.53,33.3,MODERATE
7123,28.23,55.28,62.83,59.7,4.82,43.35,MODERATE
7124,30.98,77.67,66.25,44.11,5.32,46.15,MODERATE
7125,19.57,22.06,49.28,20.61,8.21,24.52,LOW
7126,3.21,46.27,46.14,60.26,0.85,31.46,MODERATE
7127,23.47,38.81,45.17,43.38,7.55,32.47,MODERATE
7128,15.78,55.29,52.06,66.65,0.0,38.74,MODERATE
7129,21.68,55.28,62.83,59.7,4.82,41.71,MODERATE
7130,11.87,7.4,41.44,31.24,6.52,19.96,LOW
7131,22.62,44.42,55.74,73.6,6.83,41.43,MODERATE
7132,25.36,52.85,62.96,56.72,14.21,42.98,MODERATE
7133,19.39,70.78,54.8,54.62,4.34,41.54,MODERATE
7134,100.0,28.79,37.7,35.87,3.28,45.96,MODERATE
7135,25.94,81.78,74.84,21.52,9.31,43.51,MODERATE
7136,4.16,55.28,27.73,28.53,9.45,24.76,LOW
7137,2.16,44.42,62.96,56.72,14.21,35.49,MODERATE
7138,6.12,39.19,43.72,62.22,4.4,31.22,MODERATE
7139,48.67,67.71,63.25,50.14,3.97,48.98,MODERATE
7140,21.46,44.42,44.94,41.99,4.2,32.26,MODERATE
7141,9.05,45.61,55.16,54.74,3.55,33.9,MODERATE
7142,34.11,41.92,62.83,59.7,4.82,42.14,MODERATE
7143,10.19,13.5,49.79,22.56,7.83,20.89,LOW
7144,64.37,32.66,36.51,72.54,8.54,45.72,MODERATE
7145,35.11,41.92,41.44,31.24,6.52,32.67,MODERATE
7146,32.37,55.29,44.94,41.99,4.2,37.17,MODERATE
7147,13.46,30.65,54.8,54.62,4.34,32.03,MODERATE
7148,20.26,27.8,50.05,54.59,6.49,32.53,MODERATE
7149,23.5,45.61,64.25,82.95,6.21,45.37,MODERATE
7150,17.59,44.42,61.51,50.38,8.86,36.99,MODERATE
7151,3.12,27.8,53.94,66.16,1.04,30.52,MODERATE
7152,13.64,32.66,44.94,41.99,4.2,27.96,LOW
7153,8.58,67.71,26.54,32.88,8.7,28.88,LOW
7154,49.89,47.08,45.14,30.75,2.65,37.46,MODERATE
7155,68.49,27.6,44.14,84.78,4.01,49.03,MODERATE
7156,26.13,49.18,34.3,19.13,10.61,28.65,LOW
7157,52.25,13.5,61.34,75.53,1.78,43.4,MODERATE
7158,34.41,54.51,74.34,80.87,5.45,51.37,MODERATE
7159,13.75,50.43,64.55,94.57,7.93,46.54,MODERATE
7160,20.54,39.19,53.94,66.16,1.04,37.15,MODERATE
7161,24.61,70.78,40.07,84.98,2.17,45.65,MODERATE
7162,12.3,45.61,55.16,54.74,3.55,34.71,MODERATE
7163,0.16,31.05,41.04,21.17,0.05,18.7,LOW
7164,5.25,54.51,74.34,80.87,5.45,44.08,MODERATE
7165,3.92,45.61,53.49,50.77,10.04,32.46,MODERATE
7166,1.84,79.62,46.47,69.35,1.31,39.75,MODERATE
7167,10.51,22.06,33.99,44.43,2.53,23.1,LOW
7168,18.73,79.62,26.82,39.87,3.59,34.48,MODERATE
7169,32.22,27.8,50.05,54.59,6.49,35.52,MODERATE
7170,32.36,52.85,61.4,60.31,7.14,44.07,MODERATE
7171,29.13,33.91,42.71,43.66,6.29,32.28,MODERATE
7172,23.77,41.92,62.83,59.7,4.82,39.56,MODERATE
7173,100.0,79.62,54.8,54.62,4.34,63.46,ELEVATED
7174,6.32,38.81,59.24,22.75,11.82,27.51,LOW
7175,9.78,45.61,61.51,50.38,8.86,35.27,MODERATE
7176,11.98,39.19,53.94,66.16,1.04,35.01,MODERATE
7177,10.64,9.3,40.07,84.98,2.17,29.86,LOW
7178,22.57,49.18,53.49,50.77,10.04,37.84,MODERATE
7179,2.82,33.91,62.03,35.4,11.62,28.72,LOW
7180,26.32,49.18,43.87,39.72,19.26,36.03,MODERATE
7181,7.06,45.61,46.74,32.43,8.08,27.93,LOW
7182,20.35,35.8,67.09,69.3,9.98,41.02,MODERATE
7183,11.12,54.51,41.57,33.83,3.77,29.33,LOW
7184,29.04,52.85,64.62,62.23,1.45,43.42,MODERATE
7185,28.73,9.17,74.84,21.52,9.31,29.69,LOW
7186,43.61,41.92,62.83,59.7,4.82,44.52,MODERATE
7187,35.05,30.65,67.74,76.58,5.54,44.59,MODERATE
7188,2.09,30.5,32.58,28.53,7.36,19.95,LOW
7189,60.49,79.62,45.17,43.38,7.55,49.89,MODERATE
7190,2.02,55.29,43.72,62.22,4.4,33.41,MODERATE
7191,3.11,45.61,55.16,54.74,3.55,32.41,MODERATE
7192,23.51,81.03,49.06,88.54,1.51,49.83,MODERATE
7193,31.08,55.28,61.63,40.68,4.75,40.0,MODERATE
7194,14.78,7.4,62.34,56.72,6.72,29.99,LOW
7195,11.01,41.92,37.97,85.55,7.91,37.03,MODERATE
7196,13.76,49.18,40.07,84.98,2.17,38.61,MODERATE
7197,2.45,30.5,41.57,33.83,3.77,22.36,LOW
7198,0.52,30.65,54.8,54.62,4.34,28.79,LOW
7199,47.85,52.85,40.22,58.67,10.3,43.86,MODERATE
7200,0.56,54.51,74.34,80.87,5.45,42.9,MODERATE
7201,4.22,54.69,36.51,72.54,8.54,35.08,MODERATE
7202,12.03,44.42,44.94,41.99,4.2,29.91,LOW
