property_id,project_id,property_type,bedrooms,bathrooms,area_sqft,floor,total_floors,age_years,parking,furnishing,asking_price,monthly_rent
6081,68,Apartment,4,4,1599,13,10,4,1,Unfurnished,21969000.0,62400.0
6082,480,Apartment,4,3,1607,27,22,0,1,Fully-Furnished,21107000.0,58800.0
6083,76,Studio,2,1,783,9,12,5,0,Semi-Furnished,7751000.0,24100.0
6084,255,Apartment,4,3,1694,24,27,3,2,Unfurnished,19986000.0,45900.0
6085,367,Apartment,1,1,910,18,7,2,1,Semi-Furnished,8065000.0,18800.0
6086,214,Row House,4,4,1256,28,16,4,1,Unfurnished,11713000.0,24700.0
6087,422,Apartment,2,2,1092,24,30,5,2,Unfurnished,11386000.0,25900.0
6088,189,Penthouse,3,2,1393,27,24,1,2,Unfurnished,16051000.0,49300.0
6089,232,Apartment,1,1,678,27,26,5,2,Unfurnished,5904000.0,11100.0
6090,327,Apartment,2,1,1325,18,20,5,1,Unfurnished,13114000.0,39300.0
6091,187,Apartment,2,2,1196,8,28,0,2,Fully-Furnished,13503000.0,37600.0
6092,343,Row House,1,1,1007,14,4,3,1,Unfurnished,11479000.0,33600.0
6093,372,Row House,2,1,766,17,22,5,2,Unfurnished,6151000.0,15200.0
6094,369,Villa,4,4,1593,10,33,2,2,Unfurnished,17207000.0,39400.0
6095,352,Apartment,3,3,1123,12,17,1,2,Unfurnished,13755000.0,28700.0
6096,307,Apartment,4,3,1628,3,16,4,1,Unfurnished,18416000.0,42100.0
6097,430,Penthouse,1,1,437,19,25,5,2,Unfurnished,5395000.0,18100.0
6098,380,Studio,1,1,879,5,28,0,1,Unfurnished,6753000.0,14600.0
6099,266,Apartment,2,1,1073,2,18,2,0,Unfurnished,13019000.0,42700.0
6100,51,Apartment,1,1,707,7,24,2,2,Semi-Furnished,6972000.0,15400.0
6101,167,Apartment,3,3,1516,8,15,1,1,Semi-Furnished,16329000.0,49300.0
6102,199,Row House,1,1,514,28,10,1,2,Semi-Furnished,4459000.0,15500.0
6103,475,Apartment,2,2,1242,28,31,2,1,Semi-Furnished,14522000.0,37500.0
6104,159,Apartment,2,2,795,27,27,4,1,Unfurnished,7927000.0,18900.0
6105,100,Studio,3,2,1728,21,9,2,2,Unfurnished,15455000.0,49200.0
6106,223,Apartment,3,3,1238,1,21,5,1,Semi-Furnished,13939000.0,41300.0
6107,272,Apartment,4,3,1947,24,14,0,2,Unfurnished,19095000.0,65400.0
6108,142,Villa,4,4,1293,5,5,3,1,Semi-Furnished,13380000.0,24100.0
6109,139,Apartment,2,2,1310,19,14,4,2,Unfurnished,15796000.0,47400.0
6110,269,Apartment,2,2,1037,17,33,2,0,Fully-Furnished,10142000.0,31800.0
6111,116,Apartment,2,1,864,22,4,3,1,Semi-Furnished,9021000.0,23800.0
6112,357,Villa,4,3,1640,24,15,1,1,Unfurnished,17758000.0,45500.0
6113,234,Villa,3,2,1481,8,9,2,2,Unfurnished,16248000.0,37100.0
6114,236,Apartment,3,2,1224,5,14,5,0,Semi-Furnished,13663000.0,36200.0
6115,410,Row House,3,3,1172,18,33,4,1,Unfurnished,11805000.0,30200.0
6116,486,Apartment,3,2,1313,1,17,3,1,Semi-Furnished,13133000.0,48300.0
6117,26,Apartment,3,2,1066,25,23,3,1,Unfurnished,10462000.0,36400.0
6118,141,Apartment,2,1,1074,10,34,3,1,Unfurnished,10020000.0,31600.0
6119,209,Apartment,3,2,1280,27,12,4,1,Fully-Furnished,12709000.0,29200.0
6120,180,Studio,2,2,1134,0,10,3,1,Fully-Furnished,16096000.0,38400.0
6121,93,Apartment,1,1,759,24,26,2,2,Unfurnished,10520000.0,26600.0
6122,294,Row House,2,2,1092,2,30,2,0,Unfurnished,9480000.0,27500.0
6123,316,Apartment,2,1,1104,16,17,2,2,Semi-Furnished,14952000.0,52200.0
6124,461,Apartment,3,3,1540,5,31,5,1,Fully-Furnished,16031000.0,32300.0
6125,321,Penthouse,1,1,489,27,26,3,2,Unfurnished,4708000.0,
6126,95,Apartment,3,2,1077,13,32,4,0,Unfurnished,9034000.0,26900.0
6127,186,Penthouse,3,3,1142,15,26,5,1,Fully-Furnished,11534000.0,34800.0
6128,142,Row House,2,1,1308,24,25,3,0,Unfurnished,18650000.0,52200.0
6129,495,Apartment,3,2,1223,28,7,1,1,Unfurnished,14014000.0,30100.0
6130,161,Apartment,2,2,1108,11,22,1,1,Unfurnished,11304000.0,38500.0
6131,47,Apartment,2,2,1213,25,29,2,2,Unfurnished,15526000.0,34100.0
6132,163,Apartment,4,4,1836,0,29,2,2,Unfurnished,15680000.0,
6133,389,Row House,4,3,1741,3,30,5,2,Fully-Furnished,17526000.0,50100.0
6134,488,Villa,5,4,1846,10,21,1,2,Unfurnished,20946000.0,47800.0
6135,67,Apartment,1,1,612,9,19,4,1,Semi-Furnished,5629000.0,13900.0
6136,204,Apartment,1,1,1125,0,4,3,2,Semi-Furnished,10820000.0,38200.0
6137,60,Villa,5,5,2108,25,34,1,2,Semi-Furnished,22782000.0,51500.0
6138,6,Studio,3,3,1029,22,4,4,1,Fully-Furnished,10646000.0,32500.0
6139,147,Villa,2,2,1019,14,30,5,0,Semi-Furnished,9443000.0,14100.0
6140,70,Penthouse,2,2,730,15,7,3,1,Semi-Furnished,7146000.0,16800.0
6141,68,Row House,3,2,931,13,19,4,1,Unfurnished,11937000.0,43300.0
6142,151,Apartment,3,2,1265,24,25,5,1,Semi-Furnished,11870000.0,35800.0
6143,53,Penthouse,2,2,1125,2,20,4,1,Unfurnished,11866000.0,19800.0
6144,263,Apartment,1,1,875,13,4,3,1,Unfurnished,7483000.0,17500.0
6145,166,Apartment,1,1,775,26,7,3,2,Fully-Furnished,7234000.0,24200.0
6146,461,Apartment,3,2,1104,18,23,5,2,Fully-Furnished,14258000.0,39700.0
6147,161,Apartment,1,1,592,13,33,1,0,Semi-Furnished,5357000.0,20800.0
6148,243,Apartment,2,1,676,8,28,2,1,Semi-Furnished,8445000.0,20200.0
6149,44,Apartment,3,2,1335,16,32,5,2,Semi-Furnished,12899000.0,21300.0
6150,298,Villa,2,1,899,22,8,3,1,Semi-Furnished,10405000.0,23100.0
6151,494,Apartment,3,3,1314,11,31,3,1,Unfurnished,15285000.0,55400.0
6152,323,Apartment,3,2,781,14,33,1,1,Fully-Furnished,8405000.0,20900.0
6153,183,Apartment,2,2,1176,2,6,3,1,Semi-Furnished,12454000.0,29100.0
6154,329,Row House,3,3,1577,7,6,2,1,Unfurnished,14889000.0,38200.0
6155,325,Penthouse,5,4,1927,16,10,5,2,Unfurnished,23664000.0,50200.0
6156,161,Villa,2,2,1350,18,13,1,1,Semi-Furnished,17992000.0,27100.0
6157,69,Apartment,4,3,1594,28,13,4,1,Unfurnished,15608000.0,33900.0
6158,475,Apartment,2,2,884,21,21,2,0,Fully-Furnished,8347000.0,16000.0
6159,87,Apartment,3,3,1261,19,27,2,1,Unfurnished,12062000.0,34400.0
6160,82,Apartment,5,5,2165,14,28,5,0,Unfurnished,22779000.0,77600.0
6161,131,Apartment,3,2,1443,22,9,3,1,Unfurnished,15725000.0,19700.0
6162,439,Penthouse,1,1,923,29,22,0,0,Semi-Furnished,8070000.0,21700.0
6163,499,Apartment,2,2,1350,0,23,5,2,Unfurnished,10979000.0,26600.0
6164,476,Penthouse,2,2,1044,23,16,1,2,Unfurnished,11021000.0,32600.0
6165,488,Apartment,2,2,1088,9,23,1,0,Fully-Furnished,11868000.0,25500.0
6166,428,Row House,5,4,1866,16,8,4,1,Unfurnished,52975000.0,44200.0
6167,398,Studio,1,1,774,17,30,2,1,Unfurnished,9223000.0,25800.0
6168,223,Apartment,2,2,899,27,20,5,2,Unfurnished,11673000.0,50900.0
6169,154,Apartment,1,1,764,1,5,1,1,Unfurnished,6632000.0,16800.0
6170,176,Apartment,2,2,1314,11,19,1,2,Unfurnished,14912000.0,28800.0
6171,422,Studio,5,4,1640,11,6,5,1,Unfurnished,18215000.0,65000.0
6172,104,Studio,4,3,1549,18,11,1,1,Fully-Furnished,22297000.0,62200.0
6173,240,Row House,3,3,1208,25,16,3,1,Semi-Furnished,13239000.0,31000.0
6174,243,Studio,3,3,1314,19,10,2,1,Unfurnished,15194000.0,39300.0
6175,498,Apartment,3,2,1466,17,34,3,1,Semi-Furnished,17488000.0,50300.0
6176,16,Apartment,2,2,965,13,26,2,1,Fully-Furnished,9686000.0,21900.0
6177,284,Apartment,3,2,1605,16,26,1,1,Fully-Furnished,25678000.0,90000.0
6178,58,Apartment,2,2,1362,22,33,0,1,Unfurnished,11225000.0,37800.0
6179,245,Apartment,2,2,907,13,21,2,1,Unfurnished,10212000.0,24000.0
6180,30,Apartment,4,4,1665,4,23,1,1,Unfurnished,15997000.0,51700.0
6181,253,Apartment,3,3,1916,10,11,5,1,Fully-Furnished,15160000.0,34300.0
6182,19,Penthouse,2,2,1266,14,22,4,1,Fully-Furnished,9137000.0,26200.0
6183,353,Villa,1,1,844,2,7,5,1,Fully-Furnished,11045000.0,26200.0
6184,358,Apartment,3,2,1320,16,19,0,1,Unfurnished,13909000.0,47300.0
6185,138,Apartment,1,1,774,16,7,3,2,Unfurnished,8190000.0,21600.0
6186,388,Studio,1,1,520,24,28,5,1,Unfurnished,5271000.0,14300.0
6187,177,Studio,3,2,1078,8,17,1,2,Unfurnished,9909000.0,29400.0
6188,462,Studio,2,1,1240,9,27,5,1,Fully-Furnished,8911000.0,31100.0
6189,97,Apartment,3,3,1514,3,31,3,1,Fully-Furnished,14122000.0,34300.0
6190,335,Penthouse,2,2,1091,15,20,2,1,Semi-Furnished,15396000.0,44000.0
6191,35,Apartment,3,3,1569,29,17,4,0,Unfurnished,16345000.0,47600.0
6192,304,Villa,3,2,1209,10,32,1,0,Unfurnished,14622000.0,49500.0
6193,485,Apartment,2,1,1203,15,15,4,1,Unfurnished,8993000.0,28300.0
6194,117,Studio,2,2,1211,22,4,2,2,Unfurnished,12846000.0,40400.0
6195,175,Villa,2,1,563,4,19,5,2,Fully-Furnished,5783000.0,10700.0
6196,212,Penthouse,4,4,1644,18,34,4,2,Unfurnished,10824000.0,35400.0
6197,194,Villa,1,1,776,26,9,4,1,Semi-Furnished,6160000.0,21000.0
6198,323,Apartment,3,2,1190,3,26,1,1,Fully-Furnished,14475000.0,45000.0
6199,139,Apartment,2,1,1068,18,4,4,1,Unfurnished,9556000.0,27800.0
6200,382,Villa,1,1,1143,29,14,1,2,Fully-Furnished,27757500.0,36600.0
6201,109,Apartment,3,2,1195,2,31,3,1,Semi-Furnished,11905000.0,45100.0
6202,178,Row House,2,1,1149,24,5,4,1,Semi-Furnished,13579000.0,39900.0
6203,486,Apartment,3,2,1624,15,16,3,2,Unfurnished,12346000.0,38600.0
6204,158,Apartment,3,2,1486,15,17,5,1,Fully-Furnished,15334000.0,41600.0
6205,267,Row House,3,2,921,18,28,5,1,Unfurnished,12167000.0,21600.0
6206,411,Apartment,3,3,1078,14,12,0,1,Unfurnished,10177000.0,21400.0
6207,396,Apartment,1,1,683,11,28,2,1,Semi-Furnished,5951000.0,19400.0
6208,222,Penthouse,5,4,1772,6,17,4,1,Unfurnished,24954000.0,66900.0
6209,305,Studio,2,2,1207,4,9,1,0,Semi-Furnished,12662000.0,38300.0
6210,183,Apartment,5,4,1596,9,31,3,1,Semi-Furnished,13900000.0,44100.0
6211,111,Apartment,3,2,1160,10,29,1,1,Fully-Furnished,12938000.0,41500.0
6212,413,Studio,3,3,1348,0,4,3,0,Fully-Furnished,14055000.0,40200.0
6213,202,Apartment,2,1,697,22,30,0,1,Unfurnished,7447000.0,32100.0
6214,89,Apartment,3,3,1066,2,13,4,2,Semi-Furnished,7876000.0,18800.0
6215,286,Apartment,1,1,902,9,24,3,0,Unfurnished,10309000.0,31800.0
6216,79,Apartment,1,1,752,11,21,3,1,Unfurnished,6803000.0,19000.0
6217,386,Apartment,3,3,1282,12,11,1,1,Semi-Furnished,13320000.0,42100.0
6218,358,Villa,3,3,1321,11,23,0,1,Semi-Furnished,10863000.0,35700.0
6219,442,Villa,4,3,1843,17,34,5,2,Fully-Furnished,14460000.0,37000.0
6220,258,Apartment,5,4,1911,24,19,5,1,Unfurnished,26904000.0,90300.0
6221,320,Penthouse,3,2,1055,2,7,3,0,Unfurnished,9480000.0,22000.0
6222,382,Apartment,1,1,803,9,34,1,1,Fully-Furnished,8324000.0,23200.0
6223,466,Apartment,1,1,1231,1,29,2,0,Fully-Furnished,13360000.0,32400.0
6224,294,Villa,4,4,1241,20,20,2,1,Unfurnished,10887000.0,25400.0
6225,27,Apartment,1,1,593,8,32,0,1,Unfurnished,7732000.0,16000.0
6226,48,Studio,3,3,1399,26,18,2,1,Unfurnished,12220000.0,23400.0
6227,311,Apartment,2,1,885,29,8,1,2,Semi-Furnished,7152000.0,19800.0
6228,359,Apartment,4,3,1522,5,31,5,1,Unfurnished,17988000.0,48100.0
6229,364,Apartment,2,1,1125,4,29,0,1,Fully-Furnished,10817000.0,
6230,41,Apartment,3,3,1311,14,6,1,0,Semi-Furnished,13505000.0,27400.0
6231,231,Apartment,3,3,1521,21,27,4,1,Semi-Furnished,15286000.0,46300.0
6232,371,Studio,3,2,1210,29,14,4,0,Unfurnished,12180000.0,51900.0
6233,52,Penthouse,3,3,1610,18,11,3,1,Unfurnished,18850000.0,47300.0
6234,419,Studio,2,2,953,25,4,5,1,Unfurnished,8415000.0,11300.0
6235,172,Apartment,4,4,1748,12,27,2,1,Fully-Furnished,20057000.0,53700.0
6236,303,Row House,4,3,1715,6,11,3,2,Fully-Furnished,18783000.0,66000.0
6237,397,Row House,1,1,771,6,17,1,1,Unfurnished,10695000.0,23300.0
6238,229,Villa,1,1,588,14,21,3,2,Semi-Furnished,5445000.0,13000.0
6239,128,Apartment,3,2,1283,11,9,4,1,Unfurnished,13146000.0,34100.0
6240,348,Studio,3,3,1586,12,6,3,1,Semi-Furnished,20186000.0,78800.0
6241,236,Apartment,1,1,654,11,8,5,1,Semi-Furnished,5339000.0,
6242,279,Apartment,5,5,1858,9,10,4,0,Unfurnished,20041000.0,68700.0
6243,20,Apartment,2,2,1117,14,26,4,2,Unfurnished,12451000.0,27600.0
6244,285,Apartment,5,5,1886,11,21,2,0,Fully-Furnished,25679000.0,72000.0
6245,225,Apartment,3,2,975,5,4,2,2,Fully-Furnished,9423000.0,25800.0
6246,189,Studio,3,2,967,8,33,1,0,Semi-Furnished,10121000.0,21700.0
6247,123,Apartment,2,2,1005,11,15,1,1,Semi-Furnished,10144000.0,32300.0
6248,152,Penthouse,3,2,1283,5,12,3,2,Fully-Furnished,13414000.0,42600.0
6249,431,Studio,2,1,1022,6,33,1,2,Unfurnished,9036000.0,22900.0
6250,175,Apartment,4,4,1965,22,17,5,2,Unfurnished,20655000.0,52400.0
6251,133,Apartment,3,2,1402,6,23,3,1,Unfurnished,14924000.0,36900.0
6252,23,Villa,1,1,867,26,16,3,1,Unfurnished,8633000.0,26400.0
6253,195,Apartment,4,4,1593,10,8,2,1,Fully-Furnished,21206000.0,50200.0
6254,121,Apartment,3,3,1000,18,25,1,1,Semi-Furnished,8813000.0,28800.0
6255,270,Apartment,2,1,861,10,31,3,0,Unfurnished,9746000.0,31100.0
6256,293,Apartment,5,4,1603,13,31,2,2,Fully-Furnished,15836000.0,42600.0
6257,474,Villa,2,1,1257,18,23,5,1,Semi-Furnished,14366000.0,44000.0
6258,110,Apartment,4,3,1636,21,18,5,1,Fully-Furnished,16182000.0,51100.0
6259,380,Apartment,3,2,1227,20,17,0,2,Semi-Furnished,13181000.0,42300.0
6260,176,Apartment,3,2,1522,0,28,1,1,Semi-Furnished,15297000.0,38000.0
6261,151,Penthouse,2,2,1368,7,8,5,1,Unfurnished,14242000.0,33900.0
6262,194,Villa,2,1,965,12,18,4,2,Fully-Furnished,11486000.0,26400.0
6263,135,Apartment,4,4,1219,18,16,5,1,Unfurnished,17390000.0,52100.0
6264,338,Row House,4,3,1292,25,25,1,1,Fully-Furnished,14162000.0,30000.0
6265,314,Studio,2,1,730,4,15,3,2,Unfurnished,8595000.0,26900.0
6266,225,Apartment,3,2,1336,17,4,2,1,Fully-Furnished,12857000.0,29500.0
6267,281,Apartment,2,1,1250,23,30,3,1,Fully-Furnished,14314000.0,43300.0
6268,1,Studio,1,1,703,5,19,1,2,Semi-Furnished,9098000.0,28000.0
6269,185,Studio,3,2,1318,27,25,2,2,Semi-Furnished,10504000.0,29100.0
6270,291,Apartment,2,2,1280,25,9,1,1,Semi-Furnished,11827000.0,32500.0
6271,88,Apartment,2,1,938,9,25,3,0,Unfurnished,14067000.0,36000.0
6272,162,Apartment,1,1,250,4,28,4,1,Fully-Furnished,2990000.0,8100.0
6273,145,Penthouse,2,2,1571,14,34,2,1,Unfurnished,15101000.0,46900.0
6274,115,Studio,2,2,920,22,34,0,1,Semi-Furnished,13658000.0,46500.0
6275,136,Villa,3,3,1206,15,31,3,2,Semi-Furnished,14586000.0,28800.0
6276,455,Studio,4,3,1481,24,10,3,2,Fully-Furnished,18952000.0,57600.0
6277,218,Apartment,1,1,808,25,33,4,1,Unfurnished,6237000.0,16100.0
6278,281,Apartment,3,3,1177,27,33,3,1,Fully-Furnished,12907000.0,31300.0
6279,445,Penthouse,1,1,666,23,24,2,2,Unfurnished,8012000.0,22400.0
6280,199,Apartment,4,4,1255,23,17,1,1,Semi-Furnished,13508000.0,33100.0
6281,90,Apartment,3,2,1170,11,10,2,2,Unfurnished,10451000.0,28100.0
6282,458,Studio,1,1,960,13,7,4,1,Semi-Furnished,10224000.0,30300.0
6283,472,Studio,3,3,1347,28,24,4,2,Semi-Furnished,13194000.0,35700.0
6284,73,Penthouse,4,4,1864,26,29,3,1,Semi-Furnished,23381000.0,61800.0
6285,374,Studio,3,2,1471,16,23,1,0,Unfurnished,37490000.0,29800.0
6286,142,Studio,2,1,632,0,17,3,1,Semi-Furnished,6790000.0,21900.0
6287,469,Apartment,2,1,550,0,12,0,1,Semi-Furnished,5022000.0,12800.0
6288,328,Apartment,3,2,1359,27,25,4,1,Unfurnished,13143000.0,40100.0
6289,16,Studio,2,1,1331,10,34,2,1,Unfurnished,11197000.0,33000.0
6290,420,Apartment,1,1,831,12,13,4,1,Unfurnished,8802000.0,22600.0
6291,60,Apartment,3,2,1501,0,4,1,1,Fully-Furnished,17590000.0,68500.0
6292,195,Penthouse,2,2,1391,8,16,2,2,Unfurnished,15932000.0,54200.0
6293,435,Villa,4,4,1874,16,14,3,0,Unfurnished,18463000.0,67900.0
6294,65,Studio,1,1,805,28,30,3,0,Semi-Furnished,9759000.0,20900.0
6295,354,Penthouse,2,2,879,11,28,0,1,Fully-Furnished,8446000.0,29000.0
6296,292,Villa,2,1,1378,24,5,5,2,Fully-Furnished,19972000.0,54100.0
6297,73,Apartment,3,3,683,11,32,3,2,Semi-Furnished,6755000.0,14400.0
6298,58,Apartment,3,3,745,15,33,0,2,Unfurnished,6628000.0,18700.0
6299,491,Apartment,3,3,1548,1,15,2,0,Unfurnished,18093000.0,53900.0
6300,31,Apartment,3,2,908,29,28,2,1,Fully-Furnished,10237000.0,23200.0
6301,202,Apartment,4,4,1538,26,6,0,0,Semi-Furnished,18803000.0,60600.0
6302,45,Apartment,2,1,1009,17,28,2,0,Fully-Furnished,12752000.0,37800.0
6303,135,Villa,4,4,1653,2,33,5,1,Semi-Furnished,19789000.0,63000.0
6304,195,Penthouse,2,1,930,5,31,2,1,Semi-Furnished,10311000.0,26700.0
6305,457,Apartment,3,2,1341,19,25,3,1,Semi-Furnished,13002000.0,32700.0
6306,214,Villa,4,3,1669,23,26,4,0,Unfurnished,14741000.0,42400.0
6307,217,Apartment,1,1,438,14,20,4,2,Fully-Furnished,4174000.0,7700.0
6308,178,Row House,3,2,1359,0,11,4,1,Fully-Furnished,19938000.0,46000.0
6309,402,Villa,3,2,1161,19,7,1,1,Unfurnished,15387000.0,33800.0
6310,95,Penthouse,1,1,485,1,17,4,2,Semi-Furnished,3882000.0,10900.0
6311,445,Apartment,4,3,1447,16,24,2,1,Fully-Furnished,19029000.0,34000.0
6312,469,Apartment,2,1,1143,9,24,0,1,Semi-Furnished,9860000.0,19800.0
6313,79,Villa,2,1,882,8,33,3,0,Fully-Furnished,7709000.0,20300.0
6314,413,Apartment,3,2,1312,18,31,3,2,Fully-Furnished,15637000.0,42100.0
6315,265,Apartment,2,2,1096,19,13,1,1,Semi-Furnished,10963000.0,29800.0
6316,94,Villa,3,2,1288,27,17,3,2,Unfurnished,15427000.0,35800.0
6317,262,Apartment,2,1,1052,12,15,0,0,Semi-Furnished,9798000.0,26000.0
6318,317,Apartment,1,1,711,2,5,1,2,Unfurnished,6117000.0,
6319,109,Row House,2,1,886,24,23,3,1,Semi-Furnished,9192000.0,28700.0
6320,398,Apartment,1,1,653,24,16,2,1,Unfurnished,5772000.0,
6321,468,Apartment,3,2,1420,22,8,1,2,Unfurnished,16515000.0,24500.0
6322,116,Apartment,3,3,1288,13,8,3,1,Semi-Furnished,12792000.0,37800.0
6323,349,Apartment,2,1,1301,15,14,4,1,Fully-Furnished,14096000.0,38500.0
6324,341,Penthouse,1,1,933,23,26,4,1,Unfurnished,9862000.0,28500.0
6325,478,Villa,4,3,1663,26,7,5,0,Unfurnished,11830000.0,30300.0
6326,456,Apartment,3,3,1365,4,27,3,1,Semi-Furnished,15322000.0,39300.0
6327,7,Row House,2,2,931,21,6,2,0,Semi-Furnished,8452000.0,16900.0
6328,487,Apartment,2,1,911,29,27,3,2,Fully-Furnished,8860000.0,22400.0
6329,56,Apartment,2,2,1041,6,24,4,1,Unfurnished,11235000.0,17500.0
6330,276,Villa,5,5,1518,12,13,4,1,Unfurnished,10795000.0,32800.0
6331,117,Apartment,3,3,1141,7,16,2,1,Fully-Furnished,15516000.0,39400.0
6332,156,Row House,4,4,1246,22,21,4,2,Unfurnished,13589000.0,35600.0
6333,28,Apartment,1,1,632,10,15,1,1,Semi-Furnished,9308000.0,25100.0
6334,331,Apartment,1,1,875,5,15,3,1,Unfurnished,9987000.0,28200.0
6335,119,Studio,2,2,933,13,17,2,2,Semi-Furnished,9283000.0,19100.0
6336,285,Apartment,1,1,947,3,31,2,2,Unfurnished,12855000.0,37600.0
6337,350,Apartment,2,2,983,1,33,3,1,Semi-Furnished,10600000.0,35400.0
6338,463,Apartment,1,1,1034,12,8,1,1,Unfurnished,9353000.0,23800.0
6339,244,Villa,4,3,1228,26,33,0,1,Fully-Furnished,13234000.0,33200.0
6340,463,Studio,2,2,1018,28,19,1,2,Semi-Furnished,10230000.0,22600.0
6341,94,Villa,4,3,1465,3,18,3,1,Unfurnished,15889000.0,36500.0
6342,337,Apartment,2,1,924,19,30,3,1,Unfurnished,6674000.0,9300.0
6343,176,Apartment,3,3,1142,21,8,1,1,Semi-Furnished,13220000.0,43400.0
6344,363,Studio,3,2,1261,22,13,4,1,Unfurnished,9039000.0,15100.0
6345,110,Apartment,3,2,1379,25,15,5,2,Fully-Furnished,14687000.0,51200.0
6346,468,Apartment,5,5,1576,27,26,1,1,Unfurnished,21049000.0,58300.0
6347,307,Apartment,2,2,1115,11,31,4,2,Semi-Furnished,13390000.0,22200.0
6348,371,Apartment,3,2,1436,17,9,4,0,Semi-Furnished,14779000.0,35600.0
6349,4,Apartment,3,3,1239,4,18,4,2,Unfurnished,13424000.0,36500.0
6350,197,Apartment,1,1,688,19,7,1,1,Unfurnished,5746000.0,12000.0
6351,326,Row House,4,3,1729,0,21,3,1,Unfurnished,16670000.0,35300.0
6352,207,Apartment,3,2,1137,24,17,5,1,Unfurnished,10500000.0,26700.0
6353,144,Apartment,3,3,1239,15,18,3,2,Unfurnished,12523000.0,36800.0
6354,397,Apartment,2,1,1325,21,7,1,1,Semi-Furnished,18332000.0,52400.0
6355,24,Apartment,3,2,1478,20,6,5,0,Fully-Furnished,12947000.0,29000.0
6356,149,Apartment,2,1,1019,21,21,5,2,Semi-Furnished,12835000.0,37000.0
6357,100,Row House,4,3,1534,19,6,2,2,Semi-Furnished,15640000.0,40700.0
6358,336,Apartment,1,1,889,28,32,0,1,Semi-Furnished,9572000.0,37400.0
6359,242,Apartment,3,3,1171,28,13,4,0,Unfurnished,9355000.0,27100.0
6360,408,Apartment,1,1,635,22,13,0,0,Unfurnished,8235000.0,17300.0
6361,420,Apartment,2,2,1207,16,25,4,2,Fully-Furnished,12873000.0,45500.0
6362,210,Penthouse,1,1,1088,26,12,3,2,Semi-Furnished,13044000.0,40300.0
6363,150,Apartment,2,1,958,16,14,5,1,Unfurnished,10742000.0,27700.0
6364,331,Apartment,1,1,785,2,34,3,2,Semi-Furnished,7290000.0,21400.0
6365,67,Apartment,5,5,1734,13,18,4,2,Unfurnished,20551000.0,76700.0
6366,10,Apartment,1,1,432,3,27,3,1,Unfurnished,2938000.0,6000.0
6367,62,Apartment,2,2,1319,5,18,1,2,Semi-Furnished,16424000.0,37800.0
6368,90,Villa,2,2,905,6,28,2,2,Unfurnished,11195000.0,30900.0
6369,353,Apartment,1,1,943,17,15,5,2,Fully-Furnished,11693000.0,27400.0
6370,86,Apartment,2,2,758,28,19,2,1,Unfurnished,6511000.0,23200.0
6371,158,Apartment,2,1,1050,5,9,5,1,Unfurnished,12389000.0,23200.0
6372,336,Villa,2,1,1168,8,19,0,0,Semi-Furnished,14027000.0,38800.0
6373,121,Apartment,2,1,832,3,12,1,0,Fully-Furnished,7696000.0,18400.0
6374,196,Apartment,2,1,1152,2,32,4,2,Unfurnished,10468000.0,35700.0
6375,331,Apartment,5,5,2111,14,22,3,1,Semi-Furnished,27537000.0,70100.0
6376,18,Penthouse,3,2,1455,15,27,2,2,Unfurnished,16741000.0,50600.0
6377,457,Apartment,3,3,1521,24,23,3,2,Semi-Furnished,15892000.0,50300.0
6378,117,Penthouse,2,2,989,27,32,2,0,Unfurnished,10908000.0,33300.0
6379,489,Apartment,2,2,1039,23,17,1,1,Unfurnished,9441000.0,27500.0
6380,286,Villa,3,3,1173,18,23,3,1,Unfurnished,13487000.0,45200.0
6381,205,Apartment,1,1,765,29,32,2,1,Semi-Furnished,8214000.0,26000.0
6382,370,Villa,2,2,1070,16,32,2,2,Unfurnished,14612000.0,21900.0
6383,329,Apartment,3,3,952,24,12,2,1,Fully-Furnished,13143000.0,37700.0
6384,341,Row House,2,2,1147,1,26,4,2,Semi-Furnished,14758000.0,42500.0
6385,15,Row House,5,4,2186,18,16,3,2,Semi-Furnished,21038000.0,60600.0
6386,325,Row House,4,4,1459,1,30,5,1,Unfurnished,15394000.0,28900.0
6387,25,Studio,2,2,1338,25,27,5,1,Fully-Furnished,16082000.0,42800.0
6388,485,Studio,2,1,867,8,25,4,1,Unfurnished,6147000.0,18500.0
6389,92,Villa,4,4,1480,25,11,2,1,Semi-Furnished,17614000.0,43000.0
6390,398,Apartment,2,2,972,26,10,2,1,Fully-Furnished,9450000.0,22800.0
6391,118,Apartment,2,2,743,10,29,0,2,Fully-Furnished,6436000.0,16900.0
6392,53,Villa,2,2,690,28,25,4,1,Semi-Furnished,6762000.0,23600.0
6393,409,Apartment,3,3,1318,5,27,5,2,Semi-Furnished,12852000.0,30300.0
6394,113,Studio,3,3,1295,1,22,5,1,Semi-Furnished,14540000.0,36000.0
6395,33,Apartment,2,2,632,23,20,0,2,Fully-Furnished,6602000.0,18600.0
6396,91,Apartment,3,2,1310,23,8,3,1,Semi-Furnished,15555000.0,47700.0
6397,131,Apartment,2,1,1017,15,6,3,0,Unfurnished,9029000.0,32800.0
6398,81,Apartment,2,2,1078,1,33,4,2,Unfurnished,12307000.0,36400.0
6399,234,Row House,1,1,1249,10,34,2,1,Fully-Furnished,10291000.0,
6400,489,Apartment,5,5,1957,7,12,1,2,Fully-Furnished,20846000.0,68400.0
