event_id,property_id,event_date,event_type,source,event_value
18819,64,2026-04-08,Inquiry,Ad Campaign,0.64
18820,7269,2024-10-27,View,Website,0.455
18821,1346,2024-10-29,View,Ad Campaign,0.61
18822,975,2025-05-10,Cancellation,Ad Campaign,0.665
18823,4162,2024-10-30,View,Walk-in,0.437
18824,5963,2026-06-18,View,Website,0.739
18825,3629,2026-07-30,Inquiry,Website,0.431
18826,1623,2026-05-03,Inquiry,Ad Campaign,0.159
18827,458,2025-10-31,Lead,Broker,0.217
18828,5699,2026-04-01,Booking,Walk-in,0.61
18829,6597,2025-03-28,View,Ad Campaign,0.301
18830,3331,2025-08-06,Booking,App,0.437
18831,6054,2024-09-07,Lead,Website,0.564
18832,1741,2026-07-05,Booking,Walk-in,0.471
18833,5546,2025-11-29,Lead,Ad Campaign,0.199
18834,3027,2026-01-12,View,Website,0.239
18835,6056,2025-10-18,Inquiry,Website,0.879
18836,6322,2025-12-24,Site Visit,Broker,0.395
18837,1955,2026-07-15,View,Broker,0.471
18838,280,2026-04-20,Lead,App,0.024
18839,2392,2025-06-11,Site Visit,Walk-in,0.884
18840,1041,2026-06-14,Inquiry,Ad Campaign,0.638
18841,6440,2025-12-22,Lead,App,0.021
18842,6346,2025-02-11,View,App,0.445
18843,962,2026-07-30,Lead,Website,0.076
18844,6828,2024-09-24,View,Website,0.627
18845,6039,2026-07-18,View,Broker,0.623
18846,3846,2025-04-20,View,Website,0.155
18847,1218,2024-10-14,Lead,Walk-in,0.952
18848,3221,2026-02-01,Lead,Ad Campaign,0.656
18849,375,2026-03-19,Lead,Broker,0.592
18850,6008,2026-01-19,Inquiry,Walk-in,0.424
18851,4131,2025-03-10,View,Broker,0.84
18852,1393,2024-11-25,View,Walk-in,0.774
18853,2077,2025-01-22,View,Ad Campaign,0.952
18854,775,2025-04-15,View,App,0.32
18855,4317,2026-04-01,View,Ad Campaign,0.667
18856,6197,2024-12-17,Inquiry,Website,0.352
18857,6935,2024-10-16,Booking,Walk-in,0.043
18858,3425,2026-05-30,View,Ad Campaign,0.451
18859,7560,2025-08-06,Inquiry,App,0.119
18860,2124,2026-01-08,View,Broker,0.524
18861,4590,2025-12-02,Inquiry,Ad Campaign,0.199
18862,5808,2025-04-28,Lead,Website,0.766
18863,3594,2025-08-06,View,Ad Campaign,0.472
18864,6261,2025-05-22,View,Broker,0.305
18865,280,2024-12-08,Booking,App,0.39
18866,7898,2025-02-01,Booking,Website,0.146
18867,7343,2024-11-20,View,Website,0.355
18868,4842,2026-03-10,Site Visit,App,0.003
18869,7093,2026-06-15,Lead,Walk-in,0.594
18870,2812,2025-05-18,View,Website,0.795
18871,2343,2025-10-18,View,Website,0.078
18872,7162,2025-03-06,Inquiry,App,0.256
18873,1475,2025-04-01,Lead,Broker,0.069
18874,1858,2026-05-26,Inquiry,Website,0.877
18875,5638,2025-02-24,Inquiry,App,0.976
18876,7189,2025-01-28,Inquiry,Walk-in,0.029
18877,5193,2025-08-16,Inquiry,Website,0.261
18878,2890,2026-06-24,Lead,Broker,0.384
18879,1060,2026-03-22,Inquiry,Ad Campaign,0.091
18880,7675,2025-12-18,View,Walk-in,0.08
18881,1923,2025-03-16,Inquiry,Broker,0.434
18882,7401,2025-10-17,Site Visit,Website,0.346
18883,3800,2026-05-02,Inquiry,Ad Campaign,0.549
18884,6102,2026-08-14,Site Visit,Ad Campaign,0.115
18885,4593,2024-08-25,Inquiry,App,0.232
18886,6350,2026-08-12,Inquiry,Broker,0.124
18887,2474,2025-06-06,Lead,Ad Campaign,0.857
18888,4140,2025-07-03,View,Ad Campaign,0.982
18889,7259,2025-08-28,Inquiry,Ad Campaign,0.419
18890,1852,2026-07-11,View,Walk-in,0.741
18891,3542,2026-03-14,View,App,0.252
18892,6749,2026-01-21,Inquiry,App,0.662
18893,7635,2025-01-29,View,Ad Campaign,0.686
18894,4550,2024-09-10,Lead,App,0.647
18895,595,2025-08-08,View,Website,0.943
18896,5453,2025-07-25,Inquiry,Ad Campaign,0.222
18897,507,2024-12-08,Inquiry,Website,0.711
18898,4890,2026-05-29,View,Broker,0.547
18899,7638,2025-04-07,Site Visit,Broker,0.97
18900,21,2025-05-18,View,Ad Campaign,0.014
18901,7396,2025-02-26,View,Ad Campaign,0.641
18902,1400,2025-02-11,Inquiry,Ad Campaign,0.509
18903,3202,2025-01-18,View,Ad Campaign,0.331
18904,7855,2024-11-13,View,Ad Campaign,0.761
18905,6764,2026-04-13,View,Website,0.296
18906,2462,2024-11-01,Cancellation,Walk-in,0.811
18907,7963,2025-01-20,Lead,App,0.206
18908,5191,2025-08-29,View,Ad Campaign,0.801
18909,5524,2025-09-30,View,Broker,0.471
18910,5682,2024-11-01,View,Website,0.899
18911,3679,2024-12-01,Site Visit,Walk-in,0.328
18912,5911,2025-04-10,View,Ad Campaign,0.454
18913,5517,2025-07-07,View,Broker,0.725
18914,337,2025-09-02,View,Walk-in,0.943
18915,1668,2024-12-23,Lead,Ad Campaign,0.752
18916,3577,2025-12-23,View,Broker,0.606
18917,910,2026-07-01,Inquiry,Broker,0.732
18918,276,2025-02-04,Lead,Ad Campaign,0.643
18919,892,2026-08-09,Lead,Broker,0.073
18920,13,2026-05-17,Booking,App,0.172
18921,5123,2026-06-22,View,Walk-in,0.956
18922,4058,2025-04-22,View,Website,0.215
18923,3026,2025-06-28,View,App,0.13
18924,7392,2025-01-22,Cancellation,Website,0.645
18925,974,2026-08-06,View,Broker,0.89
18926,4271,2024-11-30,Site Visit,Broker,0.375
18927,3971,2024-11-22,Lead,Broker,0.7
18928,1409,2026-04-13,Inquiry,Walk-in,0.765
18929,5722,2026-06-14,Lead,Ad Campaign,0.138
18930,1944,2024-11-22,Site Visit,Broker,0.594
18931,2289,2025-06-20,View,App,0.437
18932,547,2024-10-13,Booking,Broker,0.746
18933,6158,2024-11-15,Lead,Website,0.693
18934,1219,2025-11-26,View,Walk-in,0.35
18935,1421,2026-07-16,View,App,0.61
18936,1455,2024-11-30,View,Broker,0.208
18937,3378,2026-06-03,View,Walk-in,0.948
18938,7502,2025-05-11,View,Walk-in,0.133
18939,2773,2026-04-12,View,Website,0.775
18940,5530,2026-03-15,Site Visit,Website,0.03
18941,4099,2026-02-21,Inquiry,Walk-in,0.878
18942,2739,2025-07-15,Inquiry,App,0.445
18943,7720,2024-08-28,Lead,Website,0.192
18944,7620,2026-03-01,Inquiry,Ad Campaign,0.697
18945,3748,2024-11-05,View,App,0.138
18946,1843,2025-11-28,View,App,0.144
18947,747,2025-05-07,View,Walk-in,0.521
18948,2817,2024-11-17,View,Website,0.834
18949,872,2025-02-23,Cancellation,Website,0.336
18950,495,2025-03-27,Site Visit,Walk-in,0.051
18951,6561,2024-11-18,View,Broker,0.269
18952,5511,2025-09-18,Inquiry,App,0.356
18953,3445,2025-02-06,View,Broker,0.417
18954,4724,2025-11-13,View,App,0.829
18955,1076,2026-04-19,View,Website,0.793
18956,7544,2026-07-01,Inquiry,Ad Campaign,0.564
18957,7563,2026-05-26,View,Broker,0.981
18958,3995,2026-01-11,Lead,Broker,0.18
18959,7165,2025-10-07,Cancellation,Website,0.233
18960,4238,2025-02-16,Lead,Walk-in,0.83
18961,7254,2024-10-31,Site Visit,App,0.211
18962,5584,2025-11-04,View,App,0.216
18963,46,2025-02-25,Site Visit,App,0.682
18964,6988,2025-06-30,View,App,0.085
18965,3057,2025-08-31,View,Website,0.332
18966,7406,2026-03-01,View,Ad Campaign,0.399
18967,2058,2024-12-06,View,Walk-in,0.389
18968,664,2026-04-18,Lead,Website,0.429
18969,4669,2025-12-18,View,Ad Campaign,0.293
18970,2030,2026-02-04,Inquiry,Walk-in,0.228
18971,5650,2025-08-01,View,Ad Campaign,0.189
18972,5718,2026-02-13,View,Website,0.689
18973,2697,2025-04-28,Site Visit,Broker,0.136
18974,5009,2025-11-22,Inquiry,Ad Campaign,0.424
18975,7910,2024-11-02,Site Visit,Broker,0.093
18976,640,2026-04-15,Inquiry,Walk-in,0.13
18977,2664,2025-06-25,Lead,App,0.289
18978,2746,2026-07-16,View,Walk-in,0.528
18979,5005,2026-01-22,Inquiry,App,0.149
18980,6322,2025-06-27,View,Broker,0.882
18981,4965,2024-12-04,View,App,0.059
18982,5126,2025-08-13,Inquiry,Broker,0.702
18983,4949,2026-03-27,Booking,Walk-in,0.955
18984,4403,2026-01-01,Booking,Website,0.676
18985,2596,2026-06-23,View,Broker,0.802
18986,6471,2026-08-09,View,Ad Campaign,0.138
18987,3428,2025-04-14,View,Ad Campaign,0.749
18988,5913,2026-01-05,Lead,App,0.132
18989,395,2025-07-18,Site Visit,Broker,0.646
18990,6444,2025-06-26,View,Ad Campaign,0.092
18991,3598,2026-03-15,Cancellation,Walk-in,0.593
18992,4845,2025-10-04,View,App,0.996
18993,2333,2026-06-22,Inquiry,Walk-in,0.043
18994,330,2025-05-14,View,Website,0.838
18995,2098,2025-12-27,Inquiry,Walk-in,0.592
18996,6128,2025-11-28,Inquiry,Ad Campaign,0.149
18997,773,2024-09-17,Inquiry,Ad Campaign,0.169
18998,1646,2025-09-25,Booking,Ad Campaign,0.46
18999,1733,2024-12-13,View,Broker,0.848
19000,4474,2026-04-26,View,Broker,0.6
19001,1788,2025-07-17,View,Website,0.101
19002,1624,2025-03-24,Site Visit,Broker,0.461
19003,1000,2025-11-11,Inquiry,Broker,0.242
19004,1849,2026-02-20,Inquiry,App,0.095
19005,1562,2026-08-15,Booking,App,0.613
19006,774,2025-09-21,View,Website,0.593
19007,7312,2025-04-18,View,Broker,0.07
19008,5180,2025-03-19,Inquiry,App,0.344
19009,7012,2025-04-05,Lead,Walk-in,0.626
19010,1804,2025-05-23,View,Website,0.652
19011,1099,2025-03-22,View,App,0.581
19012,2051,2026-04-04,Inquiry,Walk-in,0.348
19013,1599,2025-12-20,View,Website,0.612
19014,748,2026-08-18,View,Walk-in,0.58
19015,5568,2024-09-17,Site Visit,Broker,0.966
19016,5861,2024-11-06,View,Website,0.676
19017,3974,2025-08-12,Site Visit,Broker,0.672
19018,2323,2025-05-28,View,Ad Campaign,0.081
19019,1554,2025-02-15,Inquiry,Walk-in,0.588
19020,1616,2026-06-26,Booking,Broker,0.544
19021,6359,2026-05-12,View,Website,0.141
19022,3755,2026-07-29,Inquiry,App,0.617
19023,5605,2026-02-11,View,Website,0.093
19024,4425,2025-09-04,View,Walk-in,0.932
19025,2303,2025-02-06,Lead,App,0.974
19026,5507,2024-11-21,View,Broker,0.844
19027,4222,2025-02-27,Lead,Ad Campaign,0.775
19028,4863,2026-05-22,View,Website,0.256
19029,3656,2024-09-21,View,Ad Campaign,0.037
19030,5670,2025-03-17,Lead,Broker,0.438
19031,3396,2026-02-16,Inquiry,Website,0.108
19032,5324,2025-02-01,View,App,0.73
19033,5292,2026-05-21,Inquiry,Ad Campaign,0.578
19034,5855,2024-12-12,Lead,Broker,0.562
19035,217,2025-12-11,Site Visit,App,0.743
19036,3317,2025-11-27,Site Visit,App,0.27
19037,1360,2026-08-05,View,App,0.842
19038,3775,2026-04-02,View,Website,0.266
19039,5418,2026-04-14,Inquiry,Website,0.499
19040,4928,2024-11-25,View,Walk-in,0.532
19041,4278,2026-03-23,View,Walk-in,0.079
19042,4430,2025-07-17,View,Broker,0.493
19043,4607,2025-09-25,Inquiry,Broker,0.735
19044,4479,2026-05-29,View,Walk-in,0.67
19045,7885,2026-03-31,View,Broker,0.107
19046,1897,2024-09-22,Lead,App,0.512
19047,7367,2026-01-28,View,App,0.501
19048,4428,2024-09-23,View,Broker,0.954
19049,5285,2024-09-16,View,Ad Campaign,0.808
19050,5362,2025-01-05,Site Visit,Ad Campaign,0.571
19051,900,2024-09-23,Inquiry,Ad Campaign,0.274
19052,642,2026-03-20,View,Website,0.486
19053,5347,2025-07-23,View,Broker,0.486
19054,4730,2026-04-25,View,App,0.502
19055,3628,2026-01-28,Inquiry,Website,0.176
19056,6595,2025-11-27,Booking,Walk-in,0.241
19057,196,2024-11-22,View,Website,0.0
19058,1894,2024-10-23,Lead,Website,0.291
19059,3276,2025-05-09,View,App,0.485
19060,4051,2025-01-08,View,Walk-in,0.584
19061,4554,2025-02-14,View,Ad Campaign,0.621
19062,4926,2025-09-20,View,Walk-in,0.86
19063,2305,2024-10-03,Inquiry,Walk-in,0.625
19064,3601,2025-10-09,View,Walk-in,0.393
19065,3344,2025-04-23,Site Visit,Walk-in,0.463
19066,2057,2025-04-23,Lead,Walk-in,0.246
19067,2809,2026-06-28,View,Website,0.98
19068,7093,2025-06-28,View,Website,0.09
19069,1225,2024-12-14,Lead,Ad Campaign,0.748
19070,7227,2024-11-16,View,Ad Campaign,0.653
19071,887,2024-11-17,Lead,App,0.901
19072,393,2025-05-26,Lead,Walk-in,0.759
19073,1676,2024-10-09,Site Visit,Ad Campaign,0.679
19074,3191,2025-09-13,Lead,Website,0.918
19075,7721,2025-03-15,View,Broker,0.089
19076,2447,2026-02-15,View,Website,0.878
19077,3906,2024-09-27,Inquiry,Website,0.917
19078,6475,2025-05-30,View,Broker,0.734
19079,3339,2026-06-02,Lead,Website,0.869
19080,3592,2025-05-24,Cancellation,Website,0.307
19081,3767,2026-01-17,Cancellation,Walk-in,0.311
19082,2528,2025-07-01,Site Visit,Website,0.695
19083,2182,2025-11-27,View,Broker,0.949
19084,3765,2026-03-23,View,Ad Campaign,0.586
19085,5012,2026-07-24,Inquiry,Walk-in,0.735
19086,5031,2025-12-18,Inquiry,Walk-in,0.389
19087,355,2026-08-02,View,App,0.504
19088,2632,2026-01-22,View,App,0.343
19089,1522,2025-04-11,View,Website,0.005
19090,2673,2025-06-06,View,App,0.28
19091,3179,2024-10-20,View,Walk-in,0.155
19092,2338,2026-08-16,Lead,Broker,0.811
19093,6969,2025-04-09,Booking,App,0.918
19094,629,2026-05-15,Site Visit,Ad Campaign,0.144
19095,7163,2026-06-18,View,Broker,0.703
19096,2680,2026-04-25,Booking,Website,0.468
19097,5267,2025-08-06,Lead,Broker,0.359
19098,4423,2025-03-06,View,Website,0.726
19099,1439,2026-03-15,Inquiry,Website,0.643
19100,6354,2024-10-05,Inquiry,Broker,0.952
19101,7464,2025-03-28,View,Ad Campaign,0.826
19102,1422,2025-05-11,Inquiry,Ad Campaign,0.706
19103,1127,2025-02-07,Booking,Website,0.451
19104,2684,2025-07-13,View,Walk-in,0.462
19105,1781,2026-07-08,Cancellation,Walk-in,0.684
19106,1532,2026-02-18,Lead,App,0.271
19107,1915,2025-08-14,Lead,Walk-in,0.982
19108,7012,2024-10-01,View,Website,0.197
19109,1233,2024-09-07,Cancellation,Broker,0.0
19110,1957,2025-10-07,Inquiry,Walk-in,0.516
19111,6572,2025-04-25,View,Broker,0.431
19112,393,2026-06-16,View,Ad Campaign,0.037
19113,826,2024-09-28,Lead,App,0.441
19114,2964,2025-11-27,View,Walk-in,0.702
19115,7277,2025-01-15,Booking,Ad Campaign,0.698
19116,6009,2025-04-24,Lead,Broker,0.12
19117,2396,2025-08-01,Inquiry,App,0.505
19118,4146,2025-02-10,Inquiry,App,0.848
19119,7060,2025-01-17,Lead,Website,0.18
19120,7273,2026-05-11,View,App,0.45
19121,7588,2024-11-12,Site Visit,Broker,0.061
19122,5493,2025-01-07,Site Visit,Walk-in,0.253
19123,5147,2025-04-12,Site Visit,Ad Campaign,0.16
19124,7112,2025-03-24,View,App,0.08
19125,4896,2025-12-03,View,Ad Campaign,0.845
19126,1793,2025-01-07,Lead,Website,0.658
19127,7441,2026-07-08,View,Walk-in,0.669
19128,3065,2025-01-22,Inquiry,Ad Campaign,0.339
19129,6793,2024-09-22,View,App,0.779
19130,1364,2025-06-02,Booking,Website,0.537
19131,2349,2024-08-23,View,Broker,0.336
19132,3552,2025-08-14,View,App,0.622
19133,7712,2025-06-16,Inquiry,Ad Campaign,0.598
19134,3629,2024-11-21,View,App,0.412
19135,3337,2026-03-28,View,Walk-in,0.784
19136,1566,2025-11-22,Lead,Walk-in,0.383
19137,3668,2024-09-11,Site Visit,Ad Campaign,0.083
19138,2214,2025-02-15,Inquiry,Ad Campaign,0.264
19139,6460,2025-02-08,View,Website,0.228
19140,4097,2025-06-04,View,Broker,0.683
19141,1020,2026-04-15,View,Walk-in,0.596
19142,7929,2024-09-19,Site Visit,Walk-in,0.395
19143,1285,2024-10-24,View,Website,0.61
19144,63,2026-04-21,View,Broker,0.766
19145,2531,2025-12-01,Site Visit,Ad Campaign,0.075
19146,7844,2025-07-03,Inquiry,Walk-in,0.125
19147,3393,2025-07-13,View,Walk-in,0.125
19148,5966,2025-11-05,View,Broker,0.868
19149,3273,2025-03-03,Booking,Broker,0.792
19150,2270,2025-05-27,Site Visit,App,0.849
19151,4248,2025-06-30,View,Website,0.609
19152,644,2024-09-20,Lead,Broker,0.269
19153,4722,2025-04-21,Site Visit,Website,0.887
19154,7630,2026-02-24,Inquiry,Website,0.315
19155,217,2026-02-10,View,Broker,0.88
19156,196,2025-10-19,Site Visit,Walk-in,0.78
19157,3865,2025-03-10,View,Website,0.539
19158,3274,2026-08-05,View,App,0.911
19159,7139,2026-08-04,Inquiry,Ad Campaign,0.454
19160,5111,2025-03-03,View,App,0.481
19161,2695,2026-01-19,View,Broker,0.996
19162,7402,2024-10-07,Inquiry,App,0.892
19163,3213,2025-12-07,Booking,Ad Campaign,0.234
19164,2756,2024-10-20,View,Walk-in,0.313
19165,1522,2025-11-13,Inquiry,Broker,0.919
19166,5675,2025-01-02,View,Ad Campaign,0.833
19167,1081,2025-10-01,Inquiry,Broker,0.33
19168,5624,2025-11-07,Lead,Ad Campaign,0.906
19169,7310,2025-10-03,View,Broker,0.645
19170,722,2024-12-08,Lead,Ad Campaign,0.037
19171,5704,2025-12-11,Inquiry,App,0.247
19172,5856,2024-11-28,Lead,Walk-in,0.233
19173,1563,2025-04-13,View,Ad Campaign,0.007
19174,640,2026-06-21,View,Website,0.783
19175,6250,2025-07-10,View,Walk-in,0.96
19176,4261,2025-03-29,Booking,Broker,0.718
19177,4311,2026-03-11,Inquiry,Ad Campaign,0.899
19178,5191,2025-11-15,View,Ad Campaign,0.9
19179,3788,2025-02-25,Lead,Walk-in,0.658
19180,3737,2025-04-28,Site Visit,Broker,0.838
19181,7747,2025-11-24,Inquiry,Broker,0.278
19182,90,2026-05-01,Site Visit,Website,0.893
19183,5892,2025-09-04,View,Walk-in,0.204
19184,2922,2026-07-16,Site Visit,Walk-in,0.497
19185,1252,2024-09-15,View,App,0.547
19186,1103,2025-05-26,Site Visit,Website,0.016
19187,4704,2025-02-04,View,Ad Campaign,0.27
19188,349,2025-02-05,View,Website,0.587
19189,3914,2024-08-28,View,Website,0.153
19190,4053,2025-12-03,View,Broker,0.852
19191,2942,2026-01-19,View,Ad Campaign,0.826
19192,246,2025-05-24,View,Website,0.866
19193,272,2026-08-02,Cancellation,Ad Campaign,0.892
19194,2031,2026-06-15,View,Ad Campaign,0.455
19195,4499,2025-10-06,View,Website,0.365
19196,7837,2024-11-17,Inquiry,Broker,0.077
19197,3188,2026-06-29,Lead,App,0.429
19198,3507,2026-05-13,Inquiry,Ad Campaign,0.75
19199,7698,2025-02-16,View,Ad Campaign,0.54
19200,1466,2025-01-12,View,Broker,0.301
19201,1196,2025-04-12,Inquiry,Ad Campaign,0.4
19202,3088,2026-03-24,View,Broker,0.055
19203,3009,2025-09-13,Inquiry,App,0.658
19204,3824,2025-03-03,View,Ad Campaign,0.346
19205,7042,2025-01-26,Lead,Walk-in,0.582
19206,5176,2024-12-27,Inquiry,Broker,0.204
19207,1615,2026-02-25,View,Website,0.015
19208,1127,2025-02-23,View,Broker,0.912
19209,4380,2025-03-02,Lead,Walk-in,0.437
19210,7873,2025-05-19,View,Broker,0.513
19211,517,2025-08-27,Lead,Walk-in,0.094
19212,2666,2025-06-11,Inquiry,Broker,0.516
19213,1302,2025-10-20,View,App,0.099
19214,612,2025-03-06,Lead,Website,0.617
19215,750,2026-06-15,View,Website,0.079
19216,5389,2026-03-19,Lead,Walk-in,0.942
19217,1857,2026-05-21,Cancellation,Website,0.555
19218,400,2025-11-26,Inquiry,Website,0.949
19219,1527,2025-06-14,Inquiry,App,0.961
19220,2025,2024-11-09,Cancellation,Walk-in,0.526
19221,6230,2026-08-02,Inquiry,Walk-in,0.022
19222,320,2025-11-09,View,Broker,0.716
19223,5152,2025-05-10,View,Walk-in,0.512
19224,336,2025-07-25,View,Website,0.889
19225,2099,2025-12-08,Inquiry,App,0.751
19226,7247,2024-09-01,Site Visit,Website,0.892
19227,7866,2025-08-09,View,Walk-in,0.817
19228,174,2026-04-15,Site Visit,Ad Campaign,0.781
19229,4020,2025-02-19,View,Ad Campaign,0.202
19230,1642,2024-10-27,View,Walk-in,0.542
19231,501,2025-12-09,View,Broker,0.806
19232,3647,2026-05-28,Inquiry,App,0.473
19233,6220,2026-08-04,Inquiry,Walk-in,0.111
19234,2364,2024-09-09,Inquiry,Broker,0.529
19235,1857,2024-08-30,View,Ad Campaign,0.324
19236,7541,2026-02-06,Lead,App,0.789
19237,3153,2025-09-19,Lead,Ad Campaign,0.782
19238,1897,2026-08-05,Inquiry,Ad Campaign,0.153
19239,5760,2024-11-28,View,App,0.081
19240,1719,2025-07-06,Lead,Walk-in,0.976
19241,1779,2024-10-03,View,Walk-in,0.905
19242,4793,2024-09-10,Lead,Broker,0.497
19243,3058,2026-01-09,Inquiry,Ad Campaign,0.137
19244,4828,2025-09-11,Cancellation,Website,0.238
19245,5191,2024-12-18,View,Walk-in,0.224
19246,7113,2024-12-05,View,Walk-in,0.817
19247,6998,2026-06-17,View,Ad Campaign,0.874
19248,2714,2025-10-20,View,Ad Campaign,0.164
19249,3829,2026-01-12,View,Walk-in,0.983
19250,4748,2024-10-06,Booking,App,0.075
19251,1095,2025-08-01,View,App,0.631
19252,46,2026-08-13,View,App,0.556
19253,5167,2025-08-10,View,Broker,0.77
19254,7759,2025-11-06,Inquiry,Ad Campaign,0.049
19255,1446,2026-04-07,Lead,Walk-in,0.939
19256,2197,2024-09-12,Inquiry,App,0.729
19257,7054,2026-03-13,Booking,Ad Campaign,0.375
19258,3202,2024-09-01,View,App,0.266
19259,456,2025-12-24,View,App,0.24
19260,1663,2024-09-01,Inquiry,Ad Campaign,0.712
19261,2925,2026-04-26,View,Ad Campaign,0.058
19262,7799,2025-12-28,View,Website,0.773
19263,966,2026-02-14,Lead,App,0.861
19264,6117,2025-11-15,View,Website,0.661
19265,4965,2026-06-21,View,Ad Campaign,0.233
19266,1529,2026-02-21,Site Visit,Walk-in,0.911
19267,2977,2025-06-23,View,Walk-in,0.602
19268,3072,2026-03-24,Lead,Ad Campaign,0.238
19269,5097,2025-07-10,View,Ad Campaign,0.724
19270,4870,2025-12-08,View,Ad Campaign,0.658
19271,6388,2026-01-05,View,Broker,0.697
19272,2522,2025-06-14,Inquiry,Website,0.81
19273,6526,2024-09-08,Lead,Website,0.47
19274,1127,2025-06-09,Inquiry,App,0.474
19275,6633,2025-06-06,View,Website,0.639
19276,5157,2024-11-30,Inquiry,App,0.415
19277,5774,2025-07-04,Booking,Website,0.353
19278,7717,2024-11-25,View,Website,0.064
19279,5640,2025-06-16,Inquiry,Walk-in,0.875
19280,7911,2025-10-18,View,Ad Campaign,0.53
19281,3405,2024-10-04,Site Visit,Broker,0.949
19282,4493,2026-04-29,Lead,Website,0.018
19283,2344,2024-10-06,Inquiry,Website,0.843
19284,107,2026-03-20,View,Broker,0.719
19285,7004,2026-05-13,View,Ad Campaign,0.596
19286,5050,2025-08-20,Inquiry,Walk-in,0.723
19287,2578,2025-11-22,View,Broker,0.161
19288,5945,2024-12-24,View,Broker,0.597
19289,3155,2026-06-13,View,App,0.246
19290,5030,2026-03-17,Lead,Broker,0.529
19291,4384,2026-04-07,Inquiry,Ad Campaign,0.98
19292,4054,2025-03-07,Lead,App,0.832
19293,4802,2026-06-21,View,App,0.591
19294,6140,2026-04-05,Site Visit,Broker,0.937
19295,5581,2026-06-23,Cancellation,Website,0.387
19296,215,2025-12-16,View,Website,0.165
19297,5401,2025-08-18,View,Website,0.13
19298,6876,2025-05-27,Booking,Broker,0.573
19299,6074,2025-08-09,View,Broker,0.695
19300,5579,2025-04-27,Site Visit,Walk-in,0.118
19301,5921,2024-11-16,View,App,0.576
19302,4440,2025-06-23,Lead,Ad Campaign,0.909
19303,4290,2025-09-08,View,Ad Campaign,0.564
19304,4254,2025-11-05,View,Website,0.666
19305,465,2026-06-07,View,App,0.959
19306,6248,2025-09-17,View,Ad Campaign,0.657
19307,6178,2025-11-30,Inquiry,Website,0.849
19308,7270,2025-03-01,View,Ad Campaign,0.835
19309,6783,2025-05-20,Lead,Ad Campaign,0.297
19310,5846,2026-06-13,Lead,Ad Campaign,0.757
19311,2373,2026-01-02,Inquiry,App,0.892
19312,7976,2026-07-22,Inquiry,Ad Campaign,0.529
19313,6835,2026-04-09,Booking,Website,0.308
19314,592,2026-02-14,Inquiry,App,0.973
19315,2189,2025-12-06,View,Ad Campaign,0.499
19316,6618,2026-07-01,Lead,Ad Campaign,0.435
19317,5151,2025-07-14,View,Broker,0.214
19318,884,2026-04-05,View,Walk-in,0.045
19319,4159,2025-11-08,View,Ad Campaign,0.81
19320,7728,2025-07-11,Cancellation,Walk-in,0.423
19321,5207,2025-03-01,View,Broker,0.008
19322,304,2024-11-04,View,Broker,0.85
19323,5181,2024-11-06,View,Website,0.567
19324,4492,2024-12-28,Booking,Broker,0.019
19325,334,2024-09-17,View,App,0.224
19326,2834,2026-08-02,View,Website,0.309
19327,4507,2025-09-04,View,App,0.167
19328,2332,2026-07-04,View,Broker,0.846
19329,4562,2025-08-21,Inquiry,Walk-in,0.19
19330,80,2024-10-07,Site Visit,Walk-in,0.474
19331,3764,2026-08-18,Inquiry,Website,0.012
19332,2832,2026-07-19,View,Broker,0.371
19333,5197,2025-11-24,View,Walk-in,0.036
19334,1978,2026-01-28,Lead,Broker,0.614
19335,733,2024-12-20,View,Broker,0.046
19336,3977,2025-11-22,Inquiry,Website,0.941
19337,1818,2026-03-03,Booking,App,0.043
19338,5660,2025-01-19,View,App,0.011
19339,1385,2026-03-07,View,Website,0.526
19340,2125,2026-08-13,Site Visit,Website,0.241
19341,6653,2025-03-27,Lead,Ad Campaign,0.097
19342,5284,2025-02-21,Lead,Ad Campaign,0.929
19343,7177,2024-09-08,Booking,Ad Campaign,0.338
19344,1199,2025-08-28,Inquiry,App,0.519
19345,6606,2026-01-27,Lead,App,0.706
19346,7475,2024-12-14,Lead,Ad Campaign,0.061
19347,5708,2025-04-22,Lead,Walk-in,0.738
19348,2293,2026-06-03,View,Walk-in,0.44
19349,4218,2024-11-20,View,Walk-in,0.179
19350,185,2026-07-19,Inquiry,Broker,0.804
19351,4128,2025-12-16,Inquiry,Walk-in,0.677
19352,998,2025-09-20,Cancellation,Ad Campaign,0.593
19353,1987,2025-04-26,Inquiry,Walk-in,0.384
19354,2810,2024-11-24,Booking,Broker,0.3
19355,4665,2026-06-25,View,App,0.031
19356,2358,2025-01-25,Inquiry,App,0.92
19357,5492,2026-07-15,View,Website,0.74
19358,1680,2025-04-03,View,Broker,0.708
19359,4926,2025-01-01,View,Ad Campaign,0.733
19360,5716,2025-01-30,Site Visit,Walk-in,0.758
19361,3040,2024-10-15,Site Visit,Walk-in,0.812
19362,5176,2026-05-18,Inquiry,Walk-in,0.426
19363,4887,2025-04-03,View,Broker,0.212
19364,7441,2026-04-08,Booking,App,0.507
19365,2512,2025-10-18,Inquiry,Ad Campaign,0.029
19366,6822,2025-07-15,Site Visit,App,0.423
19367,3528,2026-02-02,Inquiry,Ad Campaign,0.665
19368,3027,2026-04-13,Lead,Ad Campaign,0.961
19369,6814,2025-02-23,View,Walk-in,0.011
19370,7417,2025-11-18,Booking,App,0.39
